"Query","E-bill Pre-enrollment Part 1","E-bill Pre-enrollment Part 2","E-bill Pre-enrollment Part 3","E-Bill TEMP T&C1","E-Billing T&C 1","E-Billing T&C 2","MOVE - Move In"
"6423033452891815114","1","1","1","","","","1"
"6423033538732433511","1","1","","","","","1"
"6423033577445866904","1","1","1","","","","1"
"6423033590330768825","1","1","1","1","","1","1"
"6423033676230114843","1","1","1","","","","1"
"6423033903804654495","1","1","1","","","","1"
"6423033916748283768","1","1","","1","","1","1"
"6423034157266436326","1","1","","","","",""
"6423034475094016700","1","1","","","","","1"
"6423034522279946501","1","1","1","","","","1"
"6423034548049750321","","","","","","","1"
"6423034797157853980","1","1","1","1","","1","1"
"6423034930301840471","1","1","1","","","","1"
"6423035033439765894","1","1","","","","","1"
"6423035192294846229","1","1","1","1","","1","1"
"6423035432871725041","1","1","1","","","","1"
"6423035475821398077","1","1","1","1","1","1","1"
"6423035565948614141","","","","1","","1","1"
"6423035793648978380","1","1","1","1","1","1","1"
"6423035875253357108","1","1","1","","","","1"
"6423035982568830395","1","1","1","1","1","1","1"
"6423036034100050502","","1","","","","","1"
"6423036072821852962","1","1","1","","","","1"
"6423036154359135044","1","1","1","1","","1","1"
"6423036180137326493","1","1","1","","","","1"
"6423036308986345605","1","1","1","","","","1"
"6423036403534335200","","1","","","","","1"
"6423036622577667623","1","1","1","1","","1","1"
"6423036686943468570","1","1","","","","1","1"
"6423036996172710505","","","","","","","1"
"6423037086375428026","1","1","1","","","","1"
"6423037674844656465","","","","","","","1"
"6423037696319492974","1","1","1","","","","1"
"6423037700547348405","1","1","","","","","1"
"6423037722030572788","1","1","1","","","","1"
"6423037730612119549","1","1","1","","","","1"
"6423037734907086858","1","1","","","","","1"
"6423037777923871706","","","","","","","1"
"6423037833699722777","1","1","","","","","1"
"6423037842281269473","1","","","","","","1"
"6423038130111190392","1","1","1","","","","1"
"6423038181650798033","","1","","","","",""
"6423038323325995628","1","1","1","","","","1"
"6423038697046874151","1","1","1","1","1","1","1"
"6423038830190860497","","","","","","","1"
"6423038993340895285","","","","","","","1"
"6423039023405666422","1","1","1","1","","1","1"
"6423039126543604277","","","","","","","1"
"6423039173729522133","1","1","1","","","","1"
"6423039263923835569","1","1","1","","","","1"
"6423039388477887432","1","1","1","1","","1","1"
"6423039530270530472","1","1","1","","","","1"
"6423039581743027516","1","1","","","","","1"
"6423039646167537063","1","1","","","","","1"
"6423039744951785088","1","1","1","1","1","1","1"
"6423039775024944836","1","1","1","","","","1"
"6423039822269585198","1","1","1","1","","1","1"
"6423040067074332804","1","1","1","","","","1"
"6423040230291479236","1","1","1","1","","1","1"
"6423040238940135125","","","","","","","1"
"6423040419270040639","1","1","1","","","","1"
"6423040479391194005","1","1","1","","","","1"
"6423040664141897932","","","","","","","1"
"6423040745687555927","","","","","","","1"
"6423041007739282024","1","1","1","1","1","1","1"
"6423041145119515329","1","1","1","","","","1"
"6423041746414938020","1","1","","","1","","1"
"6423041759291450554","1","1","1","","","","1"
"6423041935452219078","1","1","1","","","","1"
"6423042274695916739","1","1","","1","","1","1"
"6423042360653981796","1","1","","","","","1"
"6423042403603654858","","","","","","","1"
"6423042588220140256","","","","","","","1"
"6423042678422843319","1","1","1","1","","1","1"
"6423042730021169750","1","","","","","","1"
"6423042738552385601","1","1","","","","","1"
"6423042785797025978","1","1","1","","","","1"
"6423042845985286885","1","1","1","1","","1","1"
"6423042979129273218","1","1","1","","","","1"
"6423043215293756501","1","1","1","1","1","1","1"
"6423043266833364154","1","1","1","1","","1","1"
"6423043365617612200","1","","","","","",""
"6423043541769989700","1","1","","1","1","1","1"
"6423043670560290887","1","1","1","","","","1"
"6423043829474081250","1","1","1","","","","1"
"6423043855302602722","1","1","1","","","","1"
"6423043876718721679","1","1","1","","","","1"
"6423044022747610067","1","1","1","","","","1"
"6423044297617126973","1","1","","","","","1"
"6423044336271832684","1","1","1","1","","1","1"
"6423044340575190651","1","1","1","","","","1"
"6423044396409765652","1","1","1","1","","1","1"
"6423044417884602166","1","1","","","","","1"
"6423044452303057588","1","1","1","1","1","1","1"
"6423044538143670339","1","1","1","","","","1"
"6423044808718236115","1","1","1","","","","1"
"6423044868856152727","1","1","1","1","1","1","1"
"6423044881799787773","","","","1","","1","1"
"6423045105138087364","","","","","","","1"
"6423045130840783853","","","","","","","1"
"6423045268288112081","","1","1","1","","1","1"
"6423045435791836971","1","1","1","1","","1","1"
"6423045504570046370","1","1","1","","","","1"
"6423045556109653973","1","1","1","1","","1","1"
"6423045620534163490","1","1","1","","","","1"
"6423045852403665499","1","1","1","1","","1","1"
"6423045925418109703","1","1","1","","","","1"
"6423045968359391564","1","","","1","1","1","1"
"6423045981244293467","1","1","1","1","1","1","1"
"6423046105806736516","1","1","","","","","1"
"6423046324908800858","","","","","","","1"
"6423046419339349815","1","1","1","","","","1"
"6423046483755467986","1","1","1","","","","1"
"6423046483822590955","1","1","","","","","1"
"6423046754346799675","1","1","1","","","","1"
"6423046964791806016","1","1","1","1","1","1","1"
"6423046969095164900","1","1","","","","","1"
"6423047076469347554","1","1","","1","","1","1"
"6423047076469347560","1","1","1","","","","1"
"6423047218203268614","1","1","1","1","","1","1"
"6423047218261999388","1","1","1","","","","1"
"6423047269801606996","","","","","","","1"
"6423047278324419161","","","","","","","1"
"6423047402886862661","","","","","","","1"
"6423047703526182135","1","","","","","","1"
"6423047780843985586","","","","","","","1"
"6423048004240999107","","","","","","","1"
"6423048210340716169","1","1","1","1","","1","1"
"6423048227520585396","1","1","1","","","","1"
"6423048364959539181","","","","","","","1"
"6423048446563917943","1","1","1","","","","1"
"6423048506693460243","1","1","1","","","","1"
"6423048657017315942","1","1","1","","","","1"
"6423048717138465821","","1","","","","","1"
"6423048717146858245","1","1","1","","","","1"
"6423048747211629356","1","","","","","","1"
"6423048772973040804","","","","","","","1"
"6423048867470713906","","","","","","","1"
"6423048867470713907","1","1","1","","","","1"
"6423048906117027194","","","","","","","1"
"6423048957665027342","","1","","","","","1"
"6423049077915719307","1","1","1","","","","1"
"6423049224011712574","1","1","1","","","","1"
"6423049266894280677","1","1","1","1","1","1","1"
"6423049335622150099","","","","","","","1"
"6423049391515437305","1","1","1","","","","1"
"6423049481642645892","1","1","","1","","1","1"
"6423049610558769624","1","","","","","","1"
"6423050190379355228","","1","","","","","1"
"6423050203205545724","","","","","","","1"
"6423050289104891805","1","1","1","1","","1","1"
"6423050332054564891","1","1","1","","","","1"
"6423050357815975770","1","1","1","","","","1"
"6423050581154275611","1","1","1","1","1","1","1"
"6423050654177112810","1","1","","","","","1"
"6423050658472080113","1","1","1","","","","1"
"6423050791607673526","1","1","1","1","1","1","1"
"6423050821680837714","","","","","","","1"
"6423050890400314623","","","","","","","1"
"6423050924751659942","","","","","","","1"
"6423050967709726121","1","1","1","1","","1","1"
"6423051006364431863","","","","","","","1"
"6423051113797324824","","","","1","","1","1"
"6423051221171507340","1","1","1","","","","1"
"6423051461689676220","1","1","1","","","","1"
"6423051633429658291","1","1","1","1","","1","1"
"6423051727977648829","1","1","1","","","","1"
"6423051869652860000","","","","","","","1"
"6423051916956210099","1","1","1","","","","1"
"6423051921192467628","1","1","1","1","","1","1"
"6423052101572701043","","","1","","","","1"
"6423052260494868483","1","1","1","","","","1"
"6423052380812678613","","","","","","","1"
"6423052385040543028","","","","","","","1"
"6423052492414725583","","","","","","","1"
"6423052526782841323","1","1","1","","","","1"
"6423052608378842755","1","1","1","1","1","1","1"
"6423052655690585843","1","1","1","1","","1","1"
"6423052775949670243","","","","1","1","1","1"
"6423052806014441362","","","","","","","1"
"6423052917624865997","1","1","1","","","","1"
"6423053153848067719","1","1","1","1","1","1","1"
"6423053162496727351","1","1","1","","","","1"
"6423053201092708113","1","1","1","","","","1"
"6423053295573611306","1","1","1","","","","1"
"6423053841042836377","1","1","","","","","1"
"6423053901164001027","1","1","1","","","","1"
"6423054236179828328","1","1","1","","","","1"
"6423054420855044713","1","1","1","","","","1"
"6423054562656067479","","","","","","","1"
"6423054807469203651","1","1","","1","","1","1"
"6423055004970597928","1","1","1","","","","1"
"6423055142417929438","1","1","1","1","","1","1"
"6423055279915606690","1","1","1","1","1","1",""
"6423055425885771443","1","1","1","1","","1","1"
"6423055838194238306","1","1","","1","","1","1"
"6423055838202632520","1","1","1","1","","1","1"
"6423056117434230267","","","","","","","1"
"6423056125965441870","","","","","","","1"
"6423056276289297513","","","","","","","1"
"6423056576928614243","1","1","","","","","1"
"6423056602706812536","","","","","","","1"
"6423056615650437101","1","1","1","","","","1"
"6423056645648091068","1","1","1","","","","1"
"6423057027967297984","1","1","1","","","","1"
"6423057156749200088","1","1","1","1","","1","1"
"6423057341499910884","1","1","","","","","1"
"6423057435930469376","1","1","","1","","1","1"
"6423057569074455742","1","1","1","1","","1","1"
"6423057740864753157","1","1","1","1","1","1","1"
"6423057925615463631","1","1","1","1","","1","1"
"6423057994334940440","1","1","1","1","1","1","1"
"6423058479666245414","1","1","1","","","","1"
"6423058642807886541","","","","1","","1","1"
"6423058651397821139","1","","","1","","1","1"
"6423058690060922014","","","","","","","1"
"6423058750249185344","1","1","1","","","","1"
"6423058964938829546","","","","","","","1"
"6423059038011994453","","","","","","","1"
"6423059304241246675","","","","","","","1"
"6423060476758924457","1","","","","","",""
"6423060635681110723","1","1","1","","","","1"
"6423060708754274266","","","","","","","1"
"6423061451783617172","1","1","1","","","","1"
"6423061752364213000","","","","","","","1"
"6423062293538473495","1","1","1","","","","1"
"6423062602776119445","1","","","","","","1"
"6423062628537542542","","","","","","","1"
"6423062637194591980","","","","","","","1"
"6423062675849297665","","","","1","1","1","1"
"6423063010789632329","","","","","","","1"
"6423063238422899366","1","","","","","","1"
"6423063332920561070","1","1","1","","","","1"
"6423063350092049283","1","1","1","","","","1"
"6423063401631656899","1","1","1","","","","1"
"6423063680871629322","1","1","1","","","","1"
"6423063792540779142","1","1","1","","","","1"
"6423063921322700282","1","1","1","1","","1","1"
"6423064063065002724","1","","","","","","1"
"6423064101778424693","1","1","1","","","","1"
"6423064273518400605","","","","","","","1"
"6423064329344593878","1","1","1","","","","1"
"6423064462488580235","1","1","1","1","","1","1"
"6423064793268159897","","","","","","","1"
"6423064814675898978","","","","1","","1","1"
"6423064913468528829","1","1","","","","","1"
"6423065162568250431","","","","1","","1",""
"6423066141820795264","1","1","1","","","","1"
"6423066635742035004","","","","","","","1"
"6423066867678651382","1","1","","","","","1"
"6423067443204269902","1","1","","1","1","1","1"
"6423067490440511582","1","1","","","","","1"
"6423067572053288918","1","1","","","","","1"
"6423067619356642869","","","","1","1","1","1"
"6423067688009007459","1","1","1","","","","1"
"6423067739557013747","1","1","1","","","","1"
"6423067941420476883","","","","1","","1","1"
"6423068315141345352","","","","","","","1"
"6423068534184677651","1","1","1","","","","1"
"6423068577075637457","1","1","1","","","","1"
"6423068933557923530","1","1","1","1","1","1","1"
"6423069470428836242","1","1","1","","","","1"
"6423069985824912468","1","1","","","","","1"
"6423070063134323875","1","1","1","1","","1","1"
"6423070097552774634","1","1","1","","","","1"
"6423070101789029573","1","1","1","1","1","1","1"
"6423070381020616445","1","1","1","1","1","1","1"
"6423070548457229932","","","","","","","1"
"6423070690191150931","1","1","","","","","1"
"6423070977953960033","1","1","1","","","","1"
"6423071377385919104","1","1","1","","","","1"
"6423071446105395940","","","","","","","1"
"6423071729581636966","1","1","1","","","","1"
"6423071854194400017","1","1","1","","","","1"
"6423071914323942219","","","","","","","1"
"6423071922855165457","1","1","","","","","1"
"6423072678828121468","1","1","1","1","","1","1"
"6423072794733511102","1","1","1","","","","1"
"6423072914984212903","","1","","1","","1","1"
"6423072966532203122","1","1","1","","","","1"
"6423073172749360873","1","1","1","","","","1"
"6423073490576940969","","","","","","","1"
"6423073640842069365","1","1","1","1","1","1","1"
"6423073666603490517","1","1","","","","","1"
"6423073726800142417","1","1","1","1","","1","1"
"6423074487009354400","1","1","","","","","1"
"6423075122605788228","","","","","","","1"
"6423075354534022438","","","","","","","1"
"6423075522037747156","","","","","","","1"
"6423075582167289394","1","1","1","1","1","1","1"
"6423075599338775629","1","1","","1","","1","1"
"6423076728915175873","1","1","1","","","","1"
"6423076866421237739","1","1","1","1","","1","1"
